timestamp,spot
2026-03-13T09:50:00+05:30,23371.8496
2026-03-13T10:00:00+05:30,23336.25
2026-03-13T10:05:00+05:30,23338.3008
2026-03-13T10:15:00+05:30,23323.0
2026-03-13T10:25:00+05:30,23317.3496
2026-03-13T10:30:00+05:30,23350.0508
2026-03-13T10:35:00+05:30,23333.0996
2026-03-13T10:45:00+05:30,23324.4004
2026-03-13T11:00:00+05:30,23372.1992
2026-03-13T11:30:00+05:30,23397.6992
2026-03-13T11:35:00+05:30,23387.0
2026-03-13T11:40:00+05:30,23398.4004
2026-03-13T11:55:00+05:30,23385.6504
2026-03-13T12:00:00+05:30,23343.6992
2026-03-13T12:05:00+05:30,23341.0
2026-03-13T12:50:00+05:30,23218.5
2026-03-13T13:00:00+05:30,23225.4004
2026-03-13T13:10:00+05:30,23186.5996
2026-03-13T13:20:00+05:30,23172.0996
2026-03-13T13:25:00+05:30,23139.4492
2026-03-13T13:30:00+05:30,23194.4004
2026-03-13T13:35:00+05:30,23147.9004
2026-03-13T13:40:00+05:30,23146.4004
2026-03-13T13:45:00+05:30,23154.3008
2026-03-13T13:50:00+05:30,23124.8008
2026-03-13T13:55:00+05:30,23142.5508
2026-03-13T14:10:00+05:30,23175.25
2026-03-13T14:20:00+05:30,23228.4492
2026-03-13T14:45:00+05:30,23219.9004
2026-03-13T15:05:00+05:30,23131.4492
2026-03-13T15:25:00+05:30,23170.9004
